Bolagsnamn;Info;Info;Info;Info;Info;Info;Info;Kursutveck.;Kursutveck.;Utdelning;Utdelning;P/E;P/S;P/B;EV;Volym;ROE;ROE;ROIC;ROIC;Vinsttillväxt;Vinsttillväxt;FCF;FCF;Börsvärde;Antal Aktier;Vinst/Aktie;Trad.volym;Volatilitet
;Land;Lista;Sektor;Bransch;Ticker;Instrument;Rapport;Utveck.  5 år;Utveck.  3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Senaste;Snitt 100d;Snitt 3 år;Snitt 5 år;Snitt 5 år;Snitt 3 år;År. tillv. 5 år;År. tillv. 3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Volym 50d;St.avk. 100d
Glycorex Transplantation;Sverige;NGM;Hälsovård;Läkemedel;GTAB B;Aktier;Q1-2018;-0.3299233;0.04382466;;;-12.4053;4.757387;3.665333;167.4686;39129.82;-0.2078032;-0.1589944;-0.1866129;-0.2424261;;;-3.3504;-1.665333;174.2536;66.509;-0.2112;0.000442322;74.39812
GN Store Nord;Denmark;Large Cap;Informationsteknik;Elektronisk utrustning;GN;Aktier;Q1-2018;1.219402;0.721519;1.108;1.216667;29.63932;3.456075;7.688312;36819.21;507928.5;0.2301793;0.1940262;0.1112989;0.1224884;0.1310778;0.1603059;855.2;1048.667;33344.21;136.21;8.2593;0.00336302;25.09459
Gofore;Finland;First North;Informationsteknik;IT-Tjänster;GOFORE;Aktier;Q4-2017;;;;0.05;34.41533;3.326203;6.39982;107.7454;1610.24;0.3932143;;;3.966753;;;;-0.5803667;113.9424;12.948;0.2557;8.64E-05;36.59771
Gold Town Games;Sverige;NGM;Sällanköpsvaror;Betting & Spel;GTG MTF;Aktier;Q4-2017;;;;;-9.657393;6.535376;3.367981;46.2422;68506.28;-0.478622;;;-0.910228;;;;-7.439;49.2702;11.731;-0.4349;0.002870218;95.9133
GoldBlue;Sverige;NGM;Sällanköpsvaror;Betting & Spel;GOLDB MTF;Aktier;Q4-2017;;;;;-4.970047;0.9722853;1.996548;48.7468;;;;;;;;;;70.1008;31.295;-0.4507;0.000944135;
Golden Ocean;Norge;OBX;Industri;Tjänster & Leverans;GOGL;Aktier;Q4-2017;-0.6719556;-0.5158073;0.156;0.26;-404.5139;2.063887;0.635479;15144.01;1260915;-0.09842395;-0.05797572;-0.03474289;-0.0581244;;;-467.7928;-100.903;7405.598;105.9456;-0.1728;0.01167192;38.83955
GomSpace;Sverige;First North;Informationsteknik;Elektronisk utrustning;GOMX;Aktier;Q1-2018;;;;;-33.67019;16.82454;6.542738;1794.458;97490.58;-0.1413953;-0.08742503;-0.13813;-0.2397385;;;-45.5326;-69.32333;1937.278;26.795;-2.1473;0.003613831;56.42427
Goodtech;Norge;OB Match;Informationsteknik;IT-Tjänster;GOD;Aktier;Q1-2018;-0.6805556;-0.5787546;;;-8.507175;0.1961986;0.4447409;130.763;12046.36;-0.06230503;-0.143125;-0.1400988;-0.06552434;;;14.7528;6.311001;131.537;22.876;-0.6759;0.00049298;29.85321
Google;USA;"NYSE & Nasdaq
";Informationsteknik;IT-Tjänster;GOOGL;Aktier;Q1-2018;1.480181;0.9549879;;;44.96112;6.379606;4.651113;649103.2;2137600;0.1088565;0.1195402;0.1223143;0.1059359;0.04065822;-0.000992022;3636;4450;748015.2;690;24.1115;0.00318102;28.69324
Greater Than;Sverige;First North;Informationsteknik;Programvara & Internet;GREAT;Aktier;Q1-2018;;1.528302;;;-15.87208;18.15521;11.64166;239.4674;5815.24;-0.7755271;-1.018432;-2.030231;-1.302268;;;-14.2288;-16.439;252.9384;9.438;-1.6885;0.000675287;55.55616
Green Landscaping;Sverige;First North;Industri;Tjänster & Leverans;GREEN;Aktier;Q1-2018;;;;;-26.38424;0.8347298;5.665126;834.6074;;-0.6907356;;;-0.1903621;;;;-55.737;756.1074;35.498;-0.8073;;
GreenMobility;Denmark;First North;Industri;Tjänster & Leverans;GREENM;Aktier;Q1-2018;;;;;-7.623044;11.67798;9.269495;241.135;372.1;-4.416298;;;-0.5949287;;;;-15.53333;221.578;1.666;-17.4471;0.000303301;16.8638
Grieg Seafood;Norge;OBX;Dagligvaror;Livsmedel;GSF;Aktier;Q1-2018;4.641935;2.123214;2;2.666667;11.44005;1.353521;2.779169;11743.52;555939.2;0.2583222;0.1683589;0.1092056;0.169101;0.1464515;3.266898;165.8614;284.378;9655.529;110.412;7.6442;0.00508967;43.07177
Grong Sparebank;Norge;Merkur Market;Finans & Fastighet;Bank;GRONG-ME;Aktier;Q4-2017;;;;;6.394671;1.570218;0.4277773;156.187;598.37;;;;;;;;;256.035;2.535;15.7944;0.000134864;11.41413
Gränges;Sverige;Mid Cap;Industri;Produktion;GRNG;Aktier;Q1-2018;;0.8022988;2.38;2.8;13.41424;0.7646126;2.46604;10954.21;325730.7;0.1831259;0.1700626;0.1195326;0.1134523;0.161904;0.1996596;82.4;-261.6667;8880.211;75.512;8.7668;0.004724482;36.18954
Grönlandsbanken;Denmark;Small Cap;Finans & Fastighet;Bank;GRLA;Aktier;Q1-2018;0.1091234;-0.001610306;;38.33333;12.73509;3.588817;1.195902;963.068;1017.83;0.09061068;;;0.01497282;;;;-263.3305;1116;1.8;48.6844;0.0003672;12.70847
Guideline Geo;Sverige;NGM;Informationsteknik;Elektronisk utrustning;GGEO;Aktier;Q1-2018;-0.6979166;-0.5;0.12;;-3.403756;0.4323286;0.3443477;45.901;9024.07;-0.06280325;-0.03469924;-0.03184391;-0.05796415;;;-4.7848;-9.711667;43.529;7.505;-1.704;0.001458345;105.1206
Gullberg & Jansson;Sverige;Aktietorget;Industri;Byggprodukter;GJAB;Aktier;Q1-2018;0.2962963;0.03244835;0.02;;-3181.818;0.3548783;1.035821;35.971;1040.49;0.01321383;0.0403687;0.05165497;0.01611767;;;0.09440003;1.314333;30.044;8.584;-0.0011;0.000148854;59.41804
Gunnebo;Sverige;Mid Cap;Industri;Tjänster & Leverans;GUNN;Aktier;Q1-2018;0.03321674;-0.2739558;1.12;1.2;18.19917;0.3783728;1.193976;3280.615;64003.96;0.08553226;0.09700577;0.05846313;0.0500466;0.04708808;-0.09339902;38.4;13.66667;2256.615;76.366;1.6237;0.001089557;27.78269
GWS Production;Sverige;First North;Informationsteknik;Elektronisk utrustning;GWS;Aktier;Q1-2018;;-0.5703125;;;-3.283582;2.042917;2.03406;29.72675;5697.95;-0.5750895;-0.5126873;-2.014743;-1.01944;;;-15.0476;-16.14933;39.87775;14.501;-0.8375;0.000272452;89.70668
Gyldendal;Norge;OB Standard;Sällanköpsvaror;Media;GYL;Aktier;Q4-2017;0.8905473;0.6557734;6.4;7;13.7886;0.5222943;1.275033;611.2;45.88;0.09486186;0.07000515;0.07685351;0.1121236;0.109809;0.9193554;67.56;96.66666;965.2;2.54;27.559;3.54E-06;27.50082
Gyldendal A;Denmark;Small Cap;Sällanköpsvaror;Media;GYLD A;Pref;Q4-2017;0.5091211;0.3;5.37132;5.5706;41.27508;1.563447;3.816711;2028.2;6.35;0.09486184;0.0700051;0.07685347;0.1121235;0.06136866;0.8667468;54.14204;76.49763;2311.4;2.54;22.0472;1.18E-07;51.19743
Gyldendal B;Denmark;Small Cap;Sällanköpsvaror;Media;GYLD B;Aktier;Q4-2017;0.6280702;-0.03333333;5.37132;5.5706;21.04576;0.7971861;1.946103;895.36;72.89;0.09486184;0.0700051;0.07685347;0.1121235;0.06136866;0.8667468;54.14204;76.49763;1178.56;2.54;22.0472;2.60E-05;51.7388
Götenehus Group;Sverige;First North;Industri;Byggnation;GHUS B;Aktier;Q1-2018;2.583333;0.7200001;0.09;0.1333333;6.320741;0.3405444;1.643108;409.3502;72114.13;0.2496342;0.1959329;0.1503258;0.2062141;;0.40804;62.56;38.96667;375.4502;87.314;0.6803;0.000578041;39.59293
H&D Wireless;Sverige;First North;Informationsteknik;IT-Tjänster;HDW B;Aktier;Q4-2017;;;;;-15.75806;408.5094;4.128567;112.8888;99454.42;;;;;;;;;123.3698;15.577;-0.5026;0.002885512;65.54424
Haldex;Sverige;Mid Cap;Industri;Produktion;HLDX;Aktier;Q1-2018;0.9613735;-0.2461856;1.22;0.3666667;39.03647;0.8848545;2.68991;4793.246;57345.59;0.06272823;0.08046505;0.06100509;0.04476881;0.2395873;-0.1818627;14.2;-86.33334;4040.246;44.204;2.3414;0.001277524;25.79501
Hamlet Pharma;Sverige;Aktietorget;Hälsovård;Läkemedel;HAMLET;Aktier;Q3-2018;;;;;-23.17486;;19.57691;336.4056;35383.09;-0.4482061;-0.2513735;-0.1709322;-0.9504053;;;-5.5028;-9.064;356.7696;30.624;-0.5027;0.001151873;65.36716
Hancap Pref;Sverige;First North;Industri;Tjänster & Leverans;HANC PREF A;Pref;Q4-2017;;-0.2;;3.5;;;;28;7095.26;;;;;;;;;28;1;;;34.06683
Handelsbanken A;Sverige;Large Cap;Finans & Fastighet;Bank;SHB A;Aktier;Q1-2018;0.03309986;-0.2316199;6.36666;6.666667;11.99528;4.571154;1.457415;108457.8;4568852;0.1180993;0.120285;0.006490388;0.006326132;0.01871087;-0.01360711;-54203.8;-18343;191814.8;1944.2;8.2249;0.002343323;24.24168
Handelsbanken B;Sverige;Large Cap;Finans & Fastighet;Bank;SHB B;Pref;Q1-2018;0.1487514;-0.1785714;6.36666;6.666667;12.86338;4.901968;1.562888;122339.4;54969.4;0.1180993;0.120285;0.006490388;0.006326132;0.01871087;-0.01360711;-54203.8;-18343;205696.4;1944.2;8.2249;2.61E-05;24.11157
Handicare;Sverige;Mid Cap;Hälsovård;Sjukvård;HANDI;Aktier;Q1-2018;;;0.2;0.3333333;-125.4878;0.8761471;1.416624;3444.924;16754.84;-0.09171955;-0.1652181;-0.05122594;-0.02720245;;;-1.791602;-170.036;2463.65;58.939;-0.3331;0.000176474;32.09835
Hansa Medical;Sverige;Mid Cap;Hälsovård;Bioteknik;HMED;Aktier;Q1-2018;55.98927;5.189189;;;-48.68611;2918.594;14.65696;8099.665;134641.5;-0.3242978;-0.373859;-1.532287;-1.694809;;;-181.899;-274.6526;8674.062;37.878;-4.7036;0.003345124;35.76125
Hanza;Sverige;First North;Industri;Produktion;HANZA;Aktier;Q1-2018;;0.3004292;;;16.8352;0.2477259;0.9480339;697.7904;58996.79;0.03880136;0.006863739;0.001351288;0.02959948;;-0.3431376;-7.700001;6.433332;368.6904;24.336;0.8999;0.002461958;33.58936
Harboes Bryggeri;Denmark;Small Cap;Dagligvaror;Livsmedel;HARB B;Aktier;Q4-2017;0.187013;-0.1377358;;2;13.2341;0.2915099;0.5499631;553.979;3049.18;0.04085798;;;0.03194904;;;;30.87467;417.241;4.565;6.9064;0.000603584;19.8916
Harvia;Finland;Small Cap;Industri;Byggprodukter;HARVIA;Aktier;Q4-2017;;;;;;;;0.0061;;;;;;;;;;0.0061;0.001;;;
Havila Shipping;Norge;OB Match;Industri;Tjänster & Leverans;HAVI;Aktier;Q4-2017;-0.9965312;-0.9904857;;;0.3899495;0.2965101;0.4168363;4047.098;37873.47;-0.9848745;-0.4903262;-0.8617297;-1.724748;1.056847;0.2911461;189.4144;173.5453;176.3784;17.6555;25.6187;0.002299894;37.63788
Havsfrun Investment;Sverige;Small Cap;Finans & Fastighet;Investmentbolag;HAV B;Aktier;Q1-2018;0.03273816;-0.2149321;1.5;1.5;-51.76014;;0.8859344;-29.9909;5555.71;-0.01599223;0.001891923;3.33E-06;-0.01925371;;;36.0154;48.94;210.0391;12.106;-0.3352;0.00050721;17.43411
Havyard Group;Norge;OB Match;Industri;Tjänster & Leverans;HYARD;Aktier;Q4-2017;;-0.003787893;;;-5.150803;0.2465004;0.6825978;305.3462;9426.6;-0.0740737;;;-0.0691477;;;;2.569333;325.8701;24.781;-2.553;0.000296975;54.67643
Heba;Sverige;Mid Cap;Finans & Fastighet;Fastigheter;HEBA B;Aktier;Q1-2018;0.4915254;0.1859838;1.6;1.733333;10.81921;13.06705;1.034752;7852.1;9304.4;0.09155411;0.1128569;0.06634201;0.04966131;0.1796887;-0.2252756;-470.24;-652.2;4540.8;41.28;10.1671;0.000347791;23.8385
Hedera;Sverige;First North;Industri;Bemanning;HEGR;Aktier;Q1-2018;-0.9350516;0.575;;;29.85075;0.3055278;7.022647;78.754;2843.78;0.3947459;-0.01459811;-0.3499017;0.1467351;;1.522434;-11.612;-16.93333;47.754;3.79;0.4221;0.000536554;47.18009
Heeros;Finland;First North;Informationsteknik;IT-Tjänster;HEEROS;Aktier;Q4-2017;;;;;-10.72682;1.281937;3.727217;8.91886;777.81;;;;;;;;;9.30686;4.349;-0.1995;0.000201757;42.61778
Heimstaden Pref;Sverige;First North;Finans & Fastighet;Fastigheter;HEIM PREF;Pref;Q4-2017;;;;20;;;;346;2086.28;;;;;;;;;346;1;;;12.10404
Heliospectra;Sverige;First North;Industri;Tjänster & Leverans;HELIO;Aktier;Q1-2018;;-0.2666667;;;-8.897347;6.107003;6.328011;231.3658;252770;-0.6532323;-1.051488;-1.779364;-1.876097;;;-36.2096;-35.52167;262.6378;35.112;-0.8407;0.002777027;76.19952
Hemcheck Sweden;Sverige;First North;Hälsovård;Sjukvård;HEMC;Aktier;Q1-2018;;;;;-16.87737;35.3734;1.487221;38.1356;44466.48;-0.2409807;;;-0.588068;;;;-8.645;80.5806;10.06;-0.4746;0.003634227;63.18373
Hemfosa;Sverige;Large Cap;Finans & Fastighet;Fastigheter;HEMF;Aktier;Q1-2018;;0.277937;4.24;4.666667;6.164274;5.449852;0.9448088;43145.67;323442.4;0.1857545;0.1770395;0.08292117;0.09716812;0.3138633;0.005458552;-2549.6;-3432;17586.67;157.728;18.0881;0.001866676;18.89047
Hemfosa Pref;Sverige;Large Cap;Finans & Fastighet;Fastigheter;HEMF PREF;Pref;Q4-2017;;0.0969697;;10;;;;181;10971.27;;;;;;;;;181;1;;;11.8098
Hennes & Mauritz;Sverige;Large Cap;Sällanköpsvaror;kläder & Textil;HM B;Aktier;Q1-2018;-0.4188596;-0.6058894;9.75;9.75;14.52341;1.100841;3.552941;221000.5;7794255;0.2733325;0.3134932;0.3549396;0.2904331;-0.0251058;-0.1026789;11510.4;9215.667;219287.5;1655;9.1232;0.004607583;33.81465
Herantis Pharma;Finland;First North;Hälsovård;Läkemedel;HRTIS;Aktier;Q4-2017;;;;;-14.54545;13.95796;7.695648;32.6432;866.54;-2.004738;;;-0.6516767;;;;-4.369;31.4752;4.918;-0.44;0.000197613;50.82015
Hexagon;Sverige;Large Cap;Informationsteknik;Elektronisk utrustning;HEXA B;Aktier;Q1-2018;1.575695;0.5985939;4.42988;4.9654;25.32979;5.249614;3.68102;201252.5;682290.7;0.1380554;0.1304197;0.08861078;0.09591851;0.165624;0.1518393;-635.1608;-1201.041;180293.6;360.443;19.7475;0.001663818;26.66782
Hexagon Composites;Norge;OB Match;Industri;Produktion;HEX;Aktier;Q1-2018;1.715847;0.06652366;0.124;;48.67777;2.761477;2.951116;4315.484;100876.8;0.08649398;0.1212428;0.09291196;0.06440836;-0.05385559;1.557989;-48.22921;-105.451;4140.681;166.627;0.5105;0.00080515;35.78631
Hexatronic;Sverige;Mid Cap;Informationsteknik;Kommunikation;HTRO;Aktier;Q1-2018;44.03489;4.605263;0.22;0.3666667;25.04507;1.74729;5.360574;2524.118;118819.6;0.1985368;0.2251863;0.1908046;0.1650018;0.6992332;0.2492726;-33.027;-38.43033;2309.346;36.14;2.5514;0.003125079;46.20037
Hexpol;Sverige;Large Cap;Industri;Produktion;HPOL B;Aktier;Q1-2018;1.287105;0.01676585;2.31;2.883333;20.75376;2.609055;4.21178;32108.89;741611.4;0.2018621;0.207328;0.2135125;0.2056259;0.1088489;0.03824367;822;870;32354.89;344.201;4.5293;0.002357595;29.35063
HH International;Denmark;Small Cap;Industri;Byggprodukter;HH;Aktier;Q1-2018;2.333333;0.7024793;;;14.96636;0.6586946;2.989227;2458.014;31359.54;0.2528617;;;0.0848951;;;;-293.7333;1106.014;10.738;6.8821;0.002820462;39.50455
Hiddn Solutions;Norge;OB Match;Informationsteknik;IT-Tjänster;HIDDN;Aktier;Q1-2018;-0.985275;-0.9862414;23.2;;-4.031932;8.217361;31.94716;198.4923;161312;-5.397931;-2.754733;-3.011;-8.738499;;;3.507802;-41.487;183.0253;91.742;-0.4948;0.001701449;53.04769
Hifab;Sverige;First North;Industri;Byggnation;HIFA B;Aktier;Q1-2018;-0.6827586;-0.5753846;0.128;0.08;15.26549;0.3884175;2.109458;148.7129;13392.91;0.1326359;-0.1236907;0.221424;0.1958168;-0.1202063;;-9.559999;1.333333;167.9129;60.838;0.1808;0.000174032;34.14262
HiQ;Sverige;Mid Cap;Informationsteknik;IT-Tjänster;HIQ;Aktier;Q1-2018;0.8426512;0.5866005;3.04;3.233333;22.88148;1.977957;5.118024;3293.194;133602.9;0.2112494;0.1993136;0.2734587;0.2952517;0.0660032;0.01636241;139.4458;148.7867;3545.665;55.453;2.7944;0.001860612;28.20243
HKScan;Finland;Mid Cap;Dagligvaror;Livsmedel;HKSAV;Aktier;Q1-2018;-0.2091837;-0.4493784;0.194;0.1133333;-3.020265;0.0930362;0.5076344;480.9163;36979.74;-0.1036308;-0.0365659;-0.01442965;-0.05618207;;;12.82;-53.3;167.3163;53.973;-1.0264;0.000355766;16.1371
HMS Networks;Sverige;Mid Cap;Informationsteknik;Elektronisk utrustning;HMS;Aktier;Q1-2018;5.056325;2.087105;1.05;1.333333;53.25185;6.062392;9.327911;7760.018;36262.42;0.1769756;0.162483;0.1046638;0.1131671;0.1653425;0.3085244;55.2888;51.73633;7425.018;46.816;2.9783;0.00068008;28.02672
Hofseth BioCare;Norge;Oslo Axess;Dagligvaror;Livsmedel;HBC;Aktier;Q1-2018;-0.4173913;-0.3068966;;;-7.069996;6.291354;31.46732;511.569;67985.76;-2.396785;-1.877828;-1.026447;-1.305863;;;-55.4064;-64.14301;469.335;233.5;-0.2843;0.000291863;44.51728
Hoist Finance;Sverige;Mid Cap;Finans & Fastighet;Bank;HOFI;Aktier;Q1-2018;;0.03521127;1.17;1.7;13.32077;2.439129;1.753975;20312.02;207866.6;0.1381734;0.1288286;0.01713744;0.02017328;0.2995416;0.2341516;-2027.67;-2808.334;5967.024;81.184;5.5177;0.002268684;30.27934
Hojgaard A;Denmark;Mid Cap;Finans & Fastighet;Investmentbolag;HOEJ A;Pref;Q4-2017;0.1918367;-0.5507692;;;-15.42183;10.26395;1.435416;650.684;298.68;0.04124786;;;0.03712262;;;;4.333333;613.784;4.204;-9.4671;8.46E-05;27.03737
Hojgaard B;Denmark;Mid Cap;Finans & Fastighet;Investmentbolag;HOEJ B;Aktier;Q4-2017;0.123506;-0.5727273;;;-14.89368;9.912441;1.386258;629.664;937.27;0.04124786;;;0.03712262;;;;4.333333;592.764;4.204;-9.4671;0.000229971;25.65563
Holmen A;Sverige;Large Cap;Material;Skog;HOLM A;Pref;Q1-2018;1.312903;0.7221777;5.85;6.333333;21.38171;2.088974;1.61411;38703.08;2090.63;0.07274061;0.05765657;0.0430853;0.05523087;0.1890727;0.4459723;1599.6;1654;36135.08;167.992;10.06;1.04E-05;42.06205
Holmen B;Sverige;Large Cap;Material;Skog;HOLM B;Aktier;Q1-2018;1.39157;0.6883321;5.85;6.333333;21.43141;2.09383;1.617862;38787.07;269779.9;0.07274061;0.05765657;0.0430853;0.05523087;0.1890727;0.4459723;1599.6;1654;36219.07;167.992;10.06;0.001719108;29.08553
HomeMaid;Sverige;Aktietorget;Industri;Tjänster & Leverans;HOME B;Aktier;Q1-2018;0.7346938;-0.017341;0.78;0.7166667;0.7317871;0.4321078;5.471399;137.6085;24676.04;2.544804;1.642598;3.747277;6.00319;0.7102267;1.224152;24.6512;21.79167;155.0485;18.241;11.6154;0.000671043;99.73969
Honkarakenne;Finland;Small Cap;Industri;Byggnation;HONBS;Aktier;Q4-2017;0.06172841;0.8297873;;;18.53448;0.3798105;1.852631;17.07358;10460.18;-0.08215175;-0.1215058;-0.06668898;-0.03692268;;;0.02039995;2.133333;16.67368;4.847;0.1856;0.001966132;28.38374
House of Friends;Sverige;First North;Sällanköpsvaror;Media;HOFF;Aktier;Q1-2018;-0.8123077;-0.8188119;1.1;;14.687;0.5200869;1.161703;60.86497;258732.5;0.04532721;0.03474202;0.03248057;0.04129843;-0.3419796;;4.7574;-6.794;50.79897;27.759;0.1246;0.008746762;198.9787
Hoylu;Sverige;First North;Informationsteknik;Elektronisk utrustning;HOYLU;Aktier;Q4-2017;;;;;-2.935874;2.357232;2.361035;59.8753;156463.9;;;;;;;;;64.4043;11.299;-1.9415;0.004954196;85.41022
HRC World;Denmark;First North;Dagligvaror;Livsmedel;HRC;Aktier;Q4-2017;;;;;;;;0.00239;;;;;;;;;;0.00239;0.001;;;82.55874
Hufvudstaden A;Sverige;Large Cap;Finans & Fastighet;Fastigheter;HUFV A;Aktier;Q1-2018;0.4699484;0.1747483;3.26;3.433333;8.137862;14.27739;1.043874;32993.55;385234.6;0.1421751;0.1447496;0.09693046;0.09795232;0.1163559;-0.02115564;436.36;359.2667;26484.55;206.266;15.7781;0.001906737;18.85442
Hufvudstaden C;Sverige;Large Cap;Finans & Fastighet;Fastigheter;HUFV C;Pref;Q1-2018;1.61242;0.9783784;3.26;3.433333;23.19671;40.69723;2.97553;82002.36;4.88;0.1421751;0.1447496;0.09693046;0.09795232;0.1163559;-0.02115564;436.36;359.2667;75493.36;206.266;15.7781;1.22E-08;18.08311
Hugo Games;Norge;Oslo Axess;Sällanköpsvaror;Betting & Spel;HUGO;Aktier;Q4-2017;;;;;-1.87232;11.9203;0.7697393;-4.9746;101494.2;-1.637436;;;-3.763038;;;;-35.57773;54.3399;17.529;-1.6557;0.005153723;72.57578
Huhtamäki;Finland;Large Cap;Industri;Tjänster & Leverans;HUH1V;Aktier;Q1-2018;1.402731;0.1477014;0.7180001;0.7766666;19.25391;1.231154;3.124631;4374.367;304722.9;0.1592502;0.155791;0.09365685;0.09429597;0.1403869;0.09956088;23.12;23.9;3662.067;104.036;1.8282;0.002473429;24.68642
Humana;Sverige;Mid Cap;Hälsovård;Sjukvård;HUM;Aktier;Q1-2018;;;0.34;0.5666667;16.34266;0.4960598;1.654205;4748.168;62909.98;0.1007685;0.1046477;0.06028528;0.0676304;-0.008154891;0.2078406;-151.8;-133;3252.168;53.14;3.7448;0.00136386;33.88611
Hunter Group;Norge;Oslo Axess;Energi;Olja & Gas;HUNT;Aktier;Q2-2017;-0.9371534;-0.9227273;;;-4.593974;13.8284;0.7227615;49.29238;971871.8;-0.1591091;-0.2015173;-0.1811516;-0.185951;;;-32.26175;-19.0565;319.0074;93.8257;-0.7401;0.009964339;58.91273
Husqvarna A;Sverige;Large Cap;Sällanköpsvaror;Konsument;HUSQ A;Pref;Q1-2018;1.339862;0.3641975;1.95;2.15;19.35795;1.296122;2.973743;59683.24;7749.25;0.1563939;0.1362611;0.08975334;0.10448;0.2341458;0.1159198;1099.4;974.6667;50485.24;571.1;4.5666;1.13E-05;22.15524
Husqvarna B;Sverige;Large Cap;Sällanköpsvaror;Konsument;HUSQ B;Aktier;Q1-2018;1.330256;0.3611709;1.95;2.15;19.34481;1.295242;2.971725;59648.97;1434980;0.1563939;0.1362611;0.08975334;0.10448;0.2341458;0.1159198;1099.4;974.6667;50450.97;571.1;4.5666;0.002400233;20.67173
Hvidbjerg Bank;Denmark;Small Cap;Finans & Fastighet;Bank;HVID;Aktier;Q4-2017;1.985075;0.7191976;;;7.192348;1.400195;0.101121;40.405;495.18;0.08876766;;;0.01606733;;;;;100.8;1.68;8.3422;0.000282321;26.6133
Hybricon;Sverige;Aktietorget;Industri;Tjänster & Leverans;HYCO;Aktier;Q1-2018;;;;;-0.6441224;0.4986434;2.067048;22.5548;449156.5;-2.431392;-1.676288;-1.6402;-2.35482;;;-28.0732;-27.851;26.7228;44.538;-0.9315;0.01184117;150.4287
Höegh LNG;Norge;OB Match;Energi;Olja & Gas;HLNG;Aktier;Q4-2017;-0.03887688;-0.6096491;2.07898;3.464967;23.75107;1.571337;0.9165075;11131.17;136486;-0.01831227;-0.07139318;-0.04212419;-0.00666462;0.1537676;;-1569.302;-904.2054;3437.002;77.236;1.8736;0.002595427;35.17456
Högkullen Pref;Sverige;First North;Finans & Fastighet;Fastigheter;HOGK PREF A;Pref;Q4-2017;;;;2.4;;;;33.4;2733.28;;;;;;;;;33.4;1;;;13.40676
Hövding;Sverige;First North;Sällanköpsvaror;Konsument;HOVD;Aktier;Q1-2018;;;;;-4.651495;2.921671;8.2745;180.383;32081.75;-1.478695;-1.134763;-2.004951;-2.524618;;;-39.1758;-43.94833;193.102;14.854;-2.7948;0.00176724;54.90049
I.A.R Systems;Sverige;Mid Cap;Informationsteknik;IT-Tjänster;IAR B;Aktier;Q1-2018;6.659575;1.685315;5.4;5;43.30306;10.46745;7.165957;3525.24;16001.34;0.2352418;0.2139785;0.2944196;0.3343936;0.207577;0.09832797;71.92;80.00001;3637.44;12.63;6.6508;0.001444275;22.25206
I.M. Skaugen;Norge;OB Match;Energi;Olja & Gas;IMSK;Aktier;Q3-2017;-0.9058416;-0.5597222;;;-0.08358088;0.05601641;-0.2501912;821.9077;142281.1;-0.7492735;-0.4637925;-0.6154329;-1.136;;;209.5332;59.50984;25.76164;27.089;-11.3782;0.004369847;92.84807
iApotek;Sverige;Aktietorget;Hälsovård;Sjukvård;IAPO;Aktier;Q1-2018;;;;;-1.876877;9.145405;14.84855;12.956;17839.63;-4.072457;;;-13.63724;;;;-3.5505;13.334;6.667;-1.0656;0.000889783;86.88415
IBM;USA;"NYSE & Nasdaq
";Informationsteknik;IT-Tjänster;IBM;Aktier;Q3-2017;-0.2950555;-0.1652768;4.85;5.433333;11.9259;1.720845;6.871019;186522.5;5343391;0.7107669;0.7703676;0.1778364;0.1657834;-0.03619713;0.003205871;9370.2;7608.333;134857.5;935.6007;12.0863;0.005388326;25.45979
IC Group;Denmark;Mid Cap;Sällanköpsvaror;kläder & Textil;IC;Aktier;Q2-2018;0.1924812;-0.1608465;;9.883333;24.14334;0.9781794;3.494417;2751.757;16333.02;0.1752815;;;0.1893903;;;;142.3333;2655.757;16.745;6.5691;0.001407207;22.82019
ICA Gruppen;Sverige;Large Cap;Dagligvaror;Livsmedel;ICA;Aktier;Q1-2018;0.4428198;-0.07032309;10.4;10.83333;15.03297;0.5115105;1.693119;61246.64;421095.6;0.1188613;0.1239458;0.08879884;0.08935048;-0.1803454;-0.08690085;3940.2;4171.333;55576.64;201.146;18.3796;0.002409576;20.21923
Iconovo;Sverige;First North;Hälsovård;Läkemedel;ICO;Aktier;Q1-2018;;;;;-198.3471;10.56778;3.836195;219.387;;0.1028834;;;-4.521681;;;;-2.682;243.936;6.776;-0.1815;;
ICTA;Sverige;Small Cap;Industri;Tjänster & Leverans;ICTA;Aktier;Q1-2018;-0.690625;-0.7549505;0.43;0.1666667;58.09859;0.2608261;0.5891689;161.1453;20462.51;-0.05943279;-0.04634606;-0.03997861;-0.05214322;-0.5832823;-0.5373566;-22.5276;-6.154666;99.2673;10.027;0.1704;0.001242902;32.22399
IDEX;Norge;OB Match;Informationsteknik;Elektronisk utrustning;IDEX;Aktier;Q1-2018;0.3059072;-0.5223765;;;-6.665949;133.8763;5.901104;1433.899;566332.9;-0.6682647;-0.5631826;-5.723441;-6.020117;;;-210.9718;-244.2957;1678.675;542.383;-0.4643;0.001529537;62.24355
IDL Biotech;Sverige;Aktietorget;Hälsovård;Bioteknik;IDL B;Aktier;Q1-2018;1.315789;-0.1851852;;;-165.4135;1.92011;10.44522;59.0496;5377.95;0.04686566;0.09242006;0.08950854;0.03252235;;;0.2814;0.1603333;60.1436;27.338;-0.0133;0.0001395;126.4333
